ticker,rs_days,ipo_days_eff,fresh_via,as_of_date
YJGJ,200,,rs,2026-08-15
YLDW,,246,ipo,2026-08-15
YMAT,36,381,rs,2026-08-15
YMT,89,361,both,2026-08-15
YOOV,,124,ipo,2026-08-15
YSAG,,31,ipo,2026-08-15
YSAU,,31,ipo,2026-08-15
YSPC,,31,ipo,2026-08-15
YSS,,198,ipo,2026-08-15
YSWY,,115,ipo,2026-08-15
YUMFF,107,,rs,2026-08-15
YUNG,,101,ipo,2026-08-15
YWRLF,10,,rs,2026-08-15
YXI,268,5996,rs,2026-08-15
YXT,32,729,rs,2026-08-15
YYAI,89,852,rs,2026-08-15
YYGH,53,845,rs,2026-08-15
YYYM,,158,ipo,2026-08-15
ZAAG,87,,rs,2026-08-15
ZAIRF,66,,rs,2026-08-15
ZCBA,,220,ipo,2026-08-15
ZCBB,,220,ipo,2026-08-15
ZCBC,,220,ipo,2026-08-15
ZCBE,,220,ipo,2026-08-15
ZCBF,,220,ipo,2026-08-15
ZCBG,,220,ipo,2026-08-15
ZCMD,47,2364,rs,2026-08-15
ZCZZT,,197,ipo,2026-08-15
ZDAI,177,456,rs,2026-08-15
ZETX,,192,ipo,2026-08-15
ZGM,,340,ipo,2026-08-15
ZHGWF,229,,rs,2026-08-15
ZHOG,,225,ipo,2026-08-15
ZICX,310,,rs,2026-08-15
ZINC,,74,ipo,2026-08-15
ZJYL,152,1236,rs,2026-08-15
ZKP,,192,ipo,2026-08-15
ZKPU,,218,ipo,2026-08-15
ZKPW,,192,ipo,2026-08-15
ZMUN,,319,ipo,2026-08-15
ZNB,19,358,both,2026-08-15
ZOOZ,75,862,rs,2026-08-15
ZSL,170,6466,rs,2026-08-15
ZSPC,116,618,rs,2026-08-15
ZSQR,,110,ipo,2026-08-15
ZSTK,,198,ipo,2026-08-15
ZTG,,123,ipo,2026-08-15
ZUUZF,107,,rs,2026-08-15
ZVV,,249,ipo,2026-08-15
ZYLM,18,,rs,2026-08-15
ZYN,,345,ipo,2026-08-15
